WARN: This is a naive implementation of PageRank and is given as an example!
Please refer to PageRank implementation provided by graphx
Shahid Afridi,13532734.421586227.
DJ Jacobs,13425432.96153348.
RR Sarwan,13410397.59329743.
T Henderson,13064967.872743165.
CR Woakes,11856758.816147782.
RR Rossouw,11753977.972889476.
AA Noffke,8667207.674855644.
S Gopal,7901431.865561486.
SB Bangar,7754744.821156502.
D Salunkhe,7147201.584435768.
B Lee,6716909.69919429.
DAJ Bracewell,6692652.330657834.
S Rana,6692652.330657834.
BR Dunk,6052170.788307877.
DJ Thornely,5371380.673658962.
A Mithun,4910445.045470759.
S Sreesanth,4816274.2655876735.
SB Jakati,4798934.847022505.
C Madan,4476149.703941703.
MM Patel,4172867.8889832073.
M Rawat,3821359.957306126.
AG Paunikar,3139820.5128137968.
RV Gomez,2920663.2287150784.
S Narwal,2729214.918230196.
ER Dwivedi,2695289.6068103374.
TK Curran,2638449.9034255743.
MJ McClenaghan,2356975.8252613475.
MK Lomror,2356975.8252613475.
AJ Tye,2257068.2289839527.
J Syed Mohammad,2257068.2289839527.
PP Ojha,2257068.2289839527.
Shoaib Malik,1791380.2854874828.
Swapnil Singh,1348415.8604018854.
Abhishek Sharma,1155799.580409214.
TD Paine,1150868.6298067055.
Mohammed Shami,853476.7961485117.
SK Trivedi,821896.0835890695.
B Akhil,806860.7153530209.
RP Singh,806860.7153530209.
AB Dinda,626017.9580392978.
B Laughlin,626017.9580392978.
Joginder Sharma,345380.72055426537.
JD Unadkat,146638.04440498407.
B Sumanth,128823.63754898234.
Imran Tahir,80644.1292660424.
JM Kemp,53736.24961516082.
J Arunkumar,15414.725799769227.
AF Milne,4651.572990615584.
S Badree,4273.916068791783.
